model,split,rg,ree,nu,delta,a0
IDP-ESM2-150M,bender_test,0.04532933235168457,0.10815185308456421,0.574549674987793,-0.03167128562927246,0.48704224824905396
IDP-ESM2-150M,ood_viruses,0.10959279537200928,0.1438477635383606,0.5082893371582031,0.07157987356185913,0.47079718112945557
