,0
rg,2.3694385780613336
ree,5.644698272940145
nu,0.5481148205293599
delta,0.4333907029091362
a0,0.5824469142958263
global_efficiency,0.2195671315021553
fragmentation_index,0.9956466736423619
avg_clustering,0.10117959944257476
transitivity,0.14005100591421263
degree_assortativity,0.27328851449200764
