kingdom,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity,n
Viruses,0.8458756046691875,0.797930251361196,0.4737768853918868,0.5820257439006741,0.17190175594272095,0.9598289811820345,0.3041249190201023,0.8025492026153221,0.7947575443720644,0.8092644386912554,1025
