,0
rg,0.9128647723155217
ree,2.1814037819485526
nu,0.048647234171009114
delta,0.03419665858318702
a0,0.09194139354656122
global_efficiency,0.05306061132481837
fragmentation_index,0.0052772727581319205
avg_clustering,0.019096415328160078
transitivity,0.02165875289390809
degree_assortativity,0.048824755691758086
