kingdom,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity,n
Viruses,0.33898787470068936,0.39843304028125937,0.5778596239179448,0.5155521861496115,0.4914125669451124,0.13719039737655347,0.1617199975484156,0.5009170670045497,0.42277734775682174,0.13992438139990426,1025
