model,split,rg,ree,nu,delta,a0
IDP-ESM2-150M,bender_test,0.11451494693756104,0.20195728540420532,0.3830040693283081,0.07746237516403198,0.44679123163223267
IDP-ESM2-150M,ood_viruses,0.11445373296737671,0.15993165969848633,0.5173934102058411,0.06894207000732422,0.4842016100883484
