model,split,rg,ree,nu,delta,a0
IDP-ESM2-8M,bender_test,0.05896115303039551,0.12283402681350708,0.4526901841163635,-0.0017281770706176758,0.4927382469177246
IDP-ESM2-8M,ood_viruses,0.08508676290512085,0.14271187782287598,0.5426111221313477,0.036115825176239014,0.4975664019584656
IDP-ESM2-150M,bender_test,0.11451494693756104,0.20195728540420532,0.3830040693283081,0.07746237516403198,0.44679123163223267
IDP-ESM2-150M,ood_viruses,0.11445373296737671,0.15993165969848633,0.5173934102058411,0.06894207000732422,0.4842016100883484
