model,split,rg,ree,nu,delta,a0
IDP-ESM2-8M,bender_test,0.05896115303039551,0.12283402681350708,0.4526901841163635,-0.0017281770706176758,0.4927382469177246
IDP-ESM2-8M,ood_viruses,0.08508676290512085,0.14271187782287598,0.5426111221313477,0.036115825176239014,0.4975664019584656
