,0
rg,0.8848819555071797
ree,2.115115380899193
nu,0.04755437493028305
delta,0.03421280844202645
a0,0.09008152639157622
global_efficiency,0.05307028983418547
fragmentation_index,0.00550305836814228
avg_clustering,0.019362995457189565
transitivity,0.02213115704233246
degree_assortativity,0.04937254028783043
