kingdom,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity,n
Viruses,0.8298936606181077,0.8018534219086774,0.5480644083939958,0.6468706137621253,0.2054253366899147,0.9509921608024343,0.23602428776394213,0.8073733390428999,0.8008193958167685,0.8115205302521422,1025
