,0
rg,2.363402583661656
ree,5.6326528431214005
nu,0.5487837820468862
delta,0.4339182714546743
a0,0.5816158242988138
global_efficiency,0.21982338423849804
fragmentation_index,0.9955549575458668
avg_clustering,0.10074478910256197
transitivity,0.13959952406079387
degree_assortativity,0.2730722126592177
