model,split,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
physchem_mlp,ood,0.4739050555017398,0.49045279937607145,0.6073665919492018,0.5425831534126473,0.6150457620656422,0.2745680399106225,0.1625342913901635,0.4816750410143321,0.40390740591037433,0.18171373064591334
