epoch,train,val,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
1,0.8086322546005249,0.5457166433334351,0.7804856181666756,0.7250976991787361,0.08570207461015189,0.1613816463805664,0.09518251710751446,0.8798476779232087,-0.022514605568851875,0.06901930985270044,0.2318338675488758,0.743805897073827
2,0.6491279502709707,0.5256197452545166,0.8949647127984143,0.845998568216602,0.07229846048835897,0.14448637693228328,0.09533396579019493,0.9066209380537222,0.028422103072882288,0.03620913669181469,0.21303565838868055,0.7695044310913828
3,0.6263951659202576,0.5099681615829468,0.9057373871171571,0.8573995367177906,0.07435304980477775,0.16050413769381966,0.0765786143991799,0.9294472798333587,-0.0231779187098633,0.11871508849885237,0.27412680643458986,0.8059499507140759
4,0.609316908650928,0.5145319700241089,0.9302395864054411,0.8998957392574042,0.08128782120864075,0.13135259835049617,0.08544290189745829,0.9506104299782463,-0.02650883588477626,0.06480260833518725,0.20831405030125394,0.7896956383345225
5,0.592312302854326,0.45889368653297424,0.9430340439644643,0.894480889211734,0.11193495497641148,0.18602654715146283,0.08352091284097707,0.9572534819562405,0.07938908741814821,0.3212107584155508,0.43591077937333467,0.8129676707793664
6,0.5260017414887747,0.47796928882598877,0.9347715069653788,0.891154552728708,0.11197075663643197,0.1937673742380489,0.0733929005495193,0.9331652760940072,-0.02144689553066792,0.2923050116610971,0.363307869372393,0.7954267625875312
7,0.5637900729974111,0.48517635464668274,0.9390344929112315,0.8877426738883123,0.0824634949847256,0.16463076640312302,0.08028640566802547,0.9528663778092051,0.07956474547727499,0.23684132371912714,0.3028236726165201,0.7870312048585346
8,0.5273178948296441,0.43578091263771057,0.9352691214104333,0.8925933907768292,0.11718441140984626,0.20449527634921716,0.08758089609974129,0.9456713665918294,0.07049333865773755,0.5117937070678924,0.5653238905216043,0.7933894007562544
9,0.504872073729833,0.4392448663711548,0.9246598188337366,0.8861195742140677,0.11165858238843429,0.19396380388238743,0.08717033036232391,0.9440785040393742,0.017298534361688822,0.5232375401940366,0.5668701459247054,0.812145651571192
10,0.45854934718873763,0.4582153260707855,0.8774326512761192,0.8391503749844964,0.12172097869799992,0.2072819955160975,0.08524616900035376,0.9326334528719177,0.0531445741521972,0.4278432725673629,0.49223806466845643,0.7980498677611305
11,0.44789585802290177,0.4526377320289612,0.9414879557336077,0.8980389690212907,0.09249313226826672,0.18452875624136122,0.07834113395271369,0.9448328907935728,0.05842021379032447,0.4082937094818747,0.4976021331217664,0.8126855924047516
12,0.448454843627082,0.4184196889400482,0.9432301138899886,0.9027493025022031,0.13557064296361798,0.23788486557805422,0.09698040625042015,0.9445444845146181,0.09056052712810769,0.5635053023862426,0.5985975620387614,0.8137037503612032
13,0.43392405576176113,0.4192298352718353,0.9182523608371339,0.8793274859400233,0.139629415293254,0.2316630071585003,0.09716822712500583,0.953588229882701,0.06312759420080094,0.5899484720466366,0.6272772231828746,0.810096348838487
14,0.4198434286647373,0.4034370183944702,0.9308413292044958,0.8863085060244298,0.1614497157067002,0.25966684294996945,0.12345501734645781,0.9544410325587459,0.07367484326976714,0.6207666021148746,0.6530365754851915,0.8229271815359358
15,0.46026102370686,0.4296140670776367,0.8978941310504118,0.8541328011080909,0.15777624226210096,0.25366723200202324,0.09907740514911612,0.9429798627789072,0.03819397957867454,0.5476971155262076,0.5852161733420989,0.7893526206880203
16,0.4274716211689843,0.42806145548820496,0.8667936916941863,0.8227572394848363,0.16478920935966312,0.27116428288038763,0.10887934881666383,0.8730997954735427,0.12695998318771706,0.6197278429874664,0.6586238546714132,0.7272916594518706
17,0.41581568453047013,0.3945063650608063,0.9359428505316187,0.8933369360981612,0.17266775511854315,0.27028742856253485,0.12248884270512805,0.9584286708778554,0.1417808247461042,0.6353446342447506,0.6671426979774744,0.8144848770663115
18,0.3848602937327491,0.39615845680236816,0.9104268927940681,0.866353032869698,0.1981238510256037,0.2945930093178931,0.13377770162981262,0.9577851372032119,0.12340602844360515,0.6268039575038448,0.6577930105104017,0.801404709049989
19,0.381318598985672,0.39368927478790283,0.9367115094357504,0.8935149588601192,0.173458282141291,0.2695688125408482,0.11966066805889741,0.9566847846962284,0.11763428011806165,0.6474445084422769,0.672634970490112,0.8269928696258758
20,0.3689163724581401,0.41472727060317993,0.9021836401313239,0.8589162081819279,0.1725135949960751,0.2449058868813283,0.11769294918686601,0.9018957629844566,0.09566394912796394,0.6341768760172274,0.6612801002896221,0.7866483842072716
21,0.3695970873037974,0.42556464672088623,0.926897194686572,0.8856052802591545,0.13483817953962862,0.19049939649373115,0.12991099785942695,0.9469246569444356,0.019306069079957355,0.5940186917393804,0.5874134537334328,0.8054159222246542
22,0.3774455355273353,0.3912166357040405,0.923640763702481,0.8833659941458489,0.22385079206888192,0.29533815702382427,0.15404592454355093,0.9552506026387487,0.06170217869134531,0.6472310948473884,0.6441757157335395,0.8087726083973098
23,0.3611472083462609,0.3768843412399292,0.9342491305320263,0.8934571955832784,0.2230700014749214,0.30915652444481423,0.1805751774776575,0.9571569557544737,0.11234704134676321,0.6471860713451933,0.6786128495106498,0.8384866554761763
24,0.3564821978410085,0.3667744994163513,0.9263087906983261,0.8906688714956563,0.2827606994733961,0.33435341512177286,0.25259156044862774,0.9530687948255773,0.11143424854483197,0.6259792703166049,0.6529737050936972,0.8228342981737313
25,0.3415205544895596,0.3826526403427124,0.8604297812513357,0.8238629526637407,0.3228204243503032,0.3453510956814799,0.2977342965152767,0.9589122537456922,0.1166038249228597,0.5196938504262308,0.545791170253549,0.8240744668315549
26,0.3366613984107971,0.35015615820884705,0.913634943002092,0.8784410204315485,0.3832541335706203,0.3724331636537408,0.4073616982217554,0.9669927632959706,0.08000570913325855,0.5519746042578946,0.5625483465354486,0.8299416912128861
27,0.3289907177289327,0.3424842953681946,0.8980300615658537,0.859162517822063,0.3881502387759772,0.40192229785824585,0.41583034762033555,0.9637722113498904,0.1284438858517225,0.5621936591403319,0.607371600773588,0.8250930460606848
28,0.31456703941027325,0.36668887734413147,0.9328247777088814,0.8906828193011752,0.27602735044007365,0.33054124041003863,0.2071817422071156,0.966598434707076,0.13940487010304148,0.6503132479992735,0.6563228892944686,0.8246680981416092
