,0
rg,0.9024910124753223
ree,2.148369000517164
nu,0.04872212661526384
delta,0.034215083611429026
a0,0.096994455063986
global_efficiency,0.05334761504635153
fragmentation_index,0.0053347838087315835
avg_clustering,0.019045332138779052
transitivity,0.021726544741430768
degree_assortativity,0.04940422882043296
