,0
rg,2.359104373527634
ree,5.617253251153914
nu,0.5478497201473226
delta,0.43329037494905104
a0,0.5830953299043116
global_efficiency,0.22043500375616407
fragmentation_index,0.9956335161498031
avg_clustering,0.10111713778221539
transitivity,0.13995766261670453
degree_assortativity,0.27224485707463936
