kingdom,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity,n
Viruses,0.8769264606115225,0.8358149569533802,0.6178707527755152,0.7019891537390175,0.31499141047721746,0.9611113805143018,0.3028207698029567,0.8240839026313653,0.8001970313947293,0.8083850058601935,1025
