model,split,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
physchem_mlp,ood,0.34767942458493184,0.34961278428079257,0.5369163478879724,0.484906866848115,0.47843418281400296,0.18919340330481305,0.12669391198133395,0.41983236650063227,0.33368375579945897,0.10877390866765968
