epoch,train,val,val_r2
1,0.9787765163736245,0.9284658432006836,0.09409350156784058
2,0.8547324378465869,0.8138903379440308,0.205885112285614
3,0.6848763371865774,0.591939389705658,0.4224432110786438
4,0.5527882648190272,0.47808805108070374,0.533528208732605
5,0.5015139951533878,0.45933979749679565,0.5518209934234619
6,0.47205075498708743,0.44593679904937744,0.5648983120918274
7,0.48046890838244527,0.46418076753616333,0.5470976233482361
8,0.47028141353548186,0.442327082157135,0.5684202909469604
9,0.4593263320701638,0.5810142755508423,0.4331028461456299
10,0.464811881792914,0.4235597252845764,0.5867316722869873
11,0.44488584150358573,0.5707492828369141,0.44311851263046265
12,0.47245047018700037,0.4388667941093445,0.5717965364456177
13,0.42855282942044365,0.35568299889564514,0.6529591679573059
14,0.39613861075996126,0.39389166235923767,0.6156789064407349
15,0.387933744751301,0.36826854944229126,0.6406794786453247
16,0.38471624408800575,0.36498522758483887,0.6438829898834229
17,0.3787658425028791,0.4283170700073242,0.582089900970459
18,0.39404902491987365,0.33729085326194763,0.6709044575691223
19,0.3739222504736222,0.40627503395080566,0.6035963892936707
20,0.35958358676163193,0.35614028573036194,0.6525130271911621
21,0.3500666318787742,0.412604957818985,0.597420334815979
22,0.3504230227974272,0.3703925609588623,0.6386070251464844
23,0.36748646506943655,0.48481854796409607,0.5269613265991211
24,0.33713051369509744,0.3262152671813965,0.681710958480835
25,0.34216953337807016,0.33518874645233154,0.6729555130004883
26,0.3157141184069447,0.3316114842891693,0.6764458417892456
27,0.3244187481624564,0.3509413003921509,0.6575856804847717
28,0.3280109363732879,0.3403295874595642,0.6679395437240601
29,0.325223934558249,0.3361726403236389,0.6719955205917358
30,0.3135004129606424,0.34628885984420776,0.6621251106262207
31,0.3046552230095126,0.2926478385925293,0.7144627571105957
32,0.29648078363580804,0.2981607913970947,0.7090837359428406
33,0.2895255492827327,0.2996011972427368,0.7076783180236816
34,0.2826535122603485,0.301907479763031,0.7054281234741211
35,0.288391940833367,0.3513513207435608,0.6571856141090393
36,0.27813805332503366,0.2942308783531189,0.7129181623458862
37,0.2641885398896699,0.29602354764938354,0.7111690640449524
38,0.26879869094214487,0.28638046979904175,0.7205778360366821
39,0.25542366143661677,0.3077084720134735,0.69976806640625
40,0.2520215815490054,0.27744001150131226,0.7293010950088501
41,0.25717737287590187,0.29009026288986206,0.7169581651687622
42,0.2418645608056452,0.3060307204723358,0.7014050483703613
43,0.2475006429804969,0.3302150368690491,0.6778083443641663
44,0.253098370488157,0.2922726273536682,0.7148288488388062
45,0.2379833684139645,0.2899129390716553,0.7171311974525452
46,0.23314040484502144,0.25162220001220703,0.7544915676116943
47,0.23118642679194815,0.2608860433101654,0.7454527616500854
48,0.2216125840378791,0.2636514902114868,0.7427545785903931
49,0.22018981387013012,0.2681986093521118,0.7383179068565369
50,0.21700000847430573,0.2724898159503937,0.7341309785842896
51,0.21368605958432266,0.26403099298477173,0.7423843145370483
52,0.2093366111830338,0.27733826637268066,0.7294003367424011
53,0.2089842801395151,0.2661724090576172,0.7402949333190918
54,0.2038076317955538,0.26303529739379883,0.7433558106422424
55,0.20262136064546624,0.2530021071434021,0.7531452178955078
56,0.1941085408643349,0.2563135027885437,0.749914288520813
57,0.19807514064398007,0.27204570174217224,0.7345643043518066
58,0.1937651829313986,0.24366141855716705,0.7622589468955994
59,0.1894488369220311,0.2626522183418274,0.7437295913696289
60,0.18881198041832326,0.2685408890247345,0.7379839420318604
61,0.18431420862367473,0.2844245731830597,0.7224861979484558
62,0.18682192189177288,0.2456156313419342,0.7603521943092346
63,0.1787377201865629,0.24675947427749634,0.7592361569404602
64,0.1819516306685418,0.24060365557670593,0.7652423977851868
65,0.17404271954113676,0.24929332733154297,0.7567638754844666
66,0.17303454292189216,0.25804561376571655,0.7482242584228516
67,0.1714878044638437,0.2503523528575897,0.7557305693626404
68,0.16875778991229756,0.24678681790828705,0.7592094540596008
69,0.16522215168500684,0.2498335838317871,0.756236732006073
70,0.16390262743861406,0.24854105710983276,0.7574978470802307
71,0.1634555384516716,0.2496296614408493,0.7564356923103333
72,0.16528280156174885,0.24418848752975464,0.7617446780204773
73,0.15932460129261017,0.2459075152873993,0.7600674033164978
74,0.1560634612729869,0.24857443571090698,0.7574653029441833
75,0.15524366889725028,0.24467457830905914,0.7612704038619995
76,0.15533590178514264,0.23762215673923492,0.7681514620780945
77,0.1533743275195053,0.2407243847846985,0.7651246190071106
78,0.15129252861148304,0.2427680939435959,0.7631305456161499
79,0.15145418462679558,0.23439033329486847,0.771304726600647
80,0.14975723332351015,0.23773500323295593,0.7680413722991943
81,0.15014897256167895,0.23859620094299316,0.7672010660171509
82,0.1467483290231105,0.23981204628944397,0.7660147547721863
83,0.14623720006844432,0.23793156445026398,0.7678495645523071
84,0.14525516423367962,0.24171856045722961,0.7641545534133911
85,0.1456256995803302,0.23906192183494568,0.7667466402053833
86,0.14305955609402707,0.2425987720489502,0.7632957696914673
87,0.14296302506604144,0.23948827385902405,0.7663306593894958
88,0.1421741064369064,0.2392173409461975,0.7665950059890747
89,0.14153313298815304,0.24000099301338196,0.765830397605896
90,0.1414882469269418,0.2387714684009552,0.7670300602912903
91,0.14088287089288848,0.23942092061042786,0.7663964033126831
92,0.14002145181611642,0.23930227756500244,0.7665121555328369
93,0.13897899400020383,0.23836539685726166,0.7674262523651123
94,0.139002743762793,0.2391679883003235,0.7666431665420532
