,rg,rg,ree,ree,nu,nu,delta,delta,a0,a0
,mean,std,mean,std,mean,std,mean,std,mean,std
split,,,,,,,,,,
bender_test,0.10473457972208654,0.021884796684156282,0.15948595603307084,0.021814668060320588,0.4498853087425232,0.11393870567570882,0.019144475460052466,0.02989602384110065,0.46552977959314984,0.03471439193312839
ood_viruses,0.0405614376068115,0.060574364082098674,0.09103643894195552,0.05592668274046695,0.47928861776987713,0.1078733739029856,-0.0018154581387837658,0.027142468375052995,0.4859941601753235,0.04837926577285642
