seed,split,rg,ree,nu,delta,a0
67,bender_test,0.08055263757705688,0.13931334018707275,0.46351325511932373,-0.008291006088256836,0.4456040859222412
67,ood_viruses,0.0394902229309082,0.09697747230529785,0.5340361595153809,-0.007992386817932129,0.5070177316665649
