seed,split,rg,ree,nu,delta,a0
42,bender_test,0.1231792569160461,0.1565078496932983,0.5563971400260925,0.0510072708129882,0.5056142807006836
42,ood_viruses,0.1016643047332763,0.1437554359436035,0.3550195693969726,0.0278831124305725,0.4306598305702209
67,bender_test,0.0805526375770568,0.1393133401870727,0.4635132551193237,-0.0082910060882568,0.4456040859222412
67,ood_viruses,0.0394902229309082,0.0969774723052978,0.5340361595153809,-0.0079923868179321,0.5070177316665649
93,bender_test,0.1104718446731567,0.1826366782188415,0.3297455310821533,0.014717161655426,0.4453709721565246
93,ood_viruses,-0.01947021484375,0.0323764085769653,0.5488101243972778,-0.0253371000289917,0.5203049182891846
