seed,split,rg,ree,nu,delta,a0
93,bender_test,0.11047184467315674,0.18263667821884155,0.3297455310821533,0.014717161655426025,0.44537097215652466
93,ood_viruses,-0.01947021484375,0.03237640857696533,0.5488101243972778,-0.0253371000289917,0.5203049182891846
