seed,split,rg,ree,nu,delta,a0
42,bender_test,0.12317925691604614,0.15650784969329834,0.5563971400260925,0.05100727081298828,0.5056142807006836
42,ood_viruses,0.10166430473327637,0.14375543594360352,0.35501956939697266,0.02788311243057251,0.43065983057022095
