epoch,train,val,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
1,0.6660076884759797,0.5595118403434753,0.7752091875680818,0.7258465232936793,0.08347834891633044,0.11875495895454746,0.12239437114529339,0.921570098992351,0.048083999701586944,0.19445583033691416,0.18432363657903705,0.815160569767572
2,0.534786071214411,0.40539470314979553,0.8160837448954794,0.7706257619987105,0.17971804688457482,0.30188018247329995,0.1386187494785156,0.9369349691973035,0.25141970604822594,0.6505083238849287,0.6694852930419988,0.8180499460322662
3,0.4599309845103158,0.3901045024394989,0.8220990215319591,0.7805333609165223,0.2024591405576438,0.33265720144984223,0.15621357509234135,0.9489264642773276,0.17263070658116042,0.6890826374625698,0.7174268399537505,0.8292988823593693
4,0.4601460248231888,0.3934829533100128,0.8159253942862701,0.765642486756737,0.17978248096161042,0.3023098169013555,0.14887694934267692,0.9309908514234909,0.26711460898852657,0.7193650289445854,0.7163695385562593,0.8059040824895766
5,0.4531106849511464,0.49470025300979614,0.8169142122409453,0.7647071042440026,0.17530798121451174,0.27064438744253905,0.14097411425754702,0.9239271896807136,0.1505913158850838,0.2507408240573926,0.3562942814065364,0.8105502165818957
6,0.437911291503244,0.38129180669784546,0.8196658212958675,0.7761553129218406,0.19712598669700654,0.32198979275219564,0.16217615047932588,0.9418155515539874,0.23880565995038194,0.7577611027522908,0.7288828937350279,0.8162172558579577
7,0.4323391115499867,0.3883967995643616,0.8205575015538167,0.7758129964119684,0.22058299232537804,0.34672297693242904,0.15291150049773394,0.9396209569236488,0.18491654494185394,0.7129118844977431,0.7039710260986678,0.817470162262667
8,0.41286857260598075,0.38770756125450134,0.8131948760517053,0.7604922129883143,0.2346330229182212,0.34487421454519274,0.18593554926904476,0.9093024304462315,0.22622771123432417,0.7100954304828695,0.7398324241571497,0.7842578740528241
9,0.40273428625530666,0.37264031171798706,0.8084183005752464,0.7697414355165119,0.28037061200449265,0.35726953914577053,0.2278529053754479,0.9155013800051282,0.2783363701211097,0.7413772307525832,0.7411661977302919,0.7682102886530584
10,0.3976358179416921,0.4402918517589569,0.8065336311249741,0.7393654024201276,0.3250764554348784,0.3556516438962588,0.3226058570502873,0.9191619877911199,0.266925719245543,0.3213544639921314,0.4174985308460408,0.8197842462747836
11,0.3674815081887775,0.32394590973854065,0.8135441780993657,0.7744898053268656,0.4026388756134799,0.4188435293569409,0.4029296660364743,0.9346776820429124,0.3052585532151755,0.7722211043574916,0.7684113391685792,0.8292733245689102
12,0.3399924776620335,0.34730082750320435,0.7826418377222077,0.7412008230010013,0.4373206843327103,0.4599925125533546,0.3923231682382603,0.8927471504901248,0.29885738362023095,0.6882072928242327,0.7141529221142932,0.8058391898985351
13,0.32017448875639176,0.2871980667114258,0.8362616507881834,0.803197283893396,0.5033767525186239,0.5149705505930471,0.47284567218811924,0.9555106472114608,0.3131703435448733,0.7917497764584848,0.7876314726899787,0.8257811020313919
14,0.3101000843776597,0.29516109824180603,0.8298008207953173,0.7945385705922708,0.48145622614958294,0.49172138641643126,0.4584828111968309,0.9413143747758342,0.341017932244733,0.7848948648181602,0.7869341168521986,0.8242490259155134
15,0.27824852615594864,0.2702625095844269,0.8465100427760683,0.8228000838728747,0.573111899780157,0.5691109714384,0.5154141352514132,0.9553622352377502,0.3626057079011886,0.7559897832184331,0.7779942637158405,0.8284989083950453
16,0.2748800242940585,0.27044808864593506,0.8538758879522392,0.8304229717906055,0.5589024848942741,0.4623926370252329,0.5531299973998857,0.960915301445159,0.2876541683876567,0.8237878310873998,0.808838044867134,0.8284515584294077
17,0.24763615884714657,0.23247651755809784,0.8774339302027014,0.8615055096001475,0.6150311361336139,0.6217041166985067,0.5407022166762577,0.9701125505388164,0.3275654424153984,0.8533417625361583,0.848181833220713,0.8400065077091384
18,0.22909700870513916,0.2229098677635193,0.8649729052044763,0.842279284276614,0.6610638813181071,0.6447097311506338,0.6671908150232526,0.968270015261695,0.2763592677941815,0.8586942827622877,0.8528145075672678,0.8278318046952029
19,0.22942998963925573,0.2077915072441101,0.8763794282901891,0.8667925377544607,0.6979730346723363,0.6713854910956331,0.6799470391974081,0.9689665842148634,0.3729098198901799,0.8500948285315039,0.8364175721855169,0.8344210870100635
20,0.22904597595334053,0.21933479607105255,0.8699385550624448,0.8562570185482807,0.6812162725794277,0.6596040603412374,0.6767819192538091,0.9599045216658826,0.3692840218571204,0.8158369158387586,0.8275500935960056,0.8266052424745052
21,0.20238633267581463,0.1951020061969757,0.8890029490650361,0.8763318019880432,0.74011138690888,0.7092498416722832,0.7091634559202656,0.9713919469051523,0.33169048812134505,0.8589935062733199,0.8511048505604442,0.8336877598993213
22,0.2062605789138211,0.2235385924577713,0.8686486910656486,0.8466376729175553,0.6656738193606722,0.6642938795158726,0.6349297939458309,0.9475159359294189,0.37108809541184984,0.8305957735668502,0.8313566571529265,0.8328950903212646
23,0.20604960889452034,0.23090632259845734,0.8682526320509784,0.8502047858179909,0.6821800489552936,0.6775665999452072,0.6270829567613052,0.9576544742937643,0.24687894380079844,0.8280864984293063,0.8316134918422029,0.8020677371580359
24,0.18803898721105522,0.2045702189207077,0.884114623524966,0.868907375511272,0.6754587609567823,0.6890085590781968,0.6218437001011594,0.9756645300663073,0.35397515207410446,0.8880304943461999,0.871545434166279,0.8313086623125399
25,0.17243140273623997,0.20900969207286835,0.8846607688842554,0.8648376243361626,0.6949039782173465,0.6659495078212911,0.6775968163167565,0.9497876171391165,0.41013795464696434,0.8475110301224646,0.8452631485069156,0.8158344636732819
26,0.17648039696117243,0.19531138241291046,0.8825501487046422,0.8725919146324315,0.7279163873801319,0.6712327021161275,0.725287510936923,0.9731656365558662,0.3372749917440585,0.881065691260593,0.8667016709081632,0.8323021193367066
27,0.18929166553748977,0.20956100523471832,0.8914185909976535,0.8862590602595953,0.6950201063002852,0.6886698427473177,0.6307514948287672,0.9533905810090679,0.3803892371730271,0.8472509475788275,0.8352221050350369,0.8192319409106663
28,0.1744476937585407,0.18424445390701294,0.8922346219503223,0.8838162928245574,0.7628144437988956,0.7359730275682845,0.7203590388719198,0.9699625993987958,0.3514136798737134,0.8791809759637945,0.8607775645600908,0.83122285467759
29,0.15258573244015375,0.17270968854427338,0.9018198392926583,0.896187941355159,0.8086166337170603,0.7686472104666624,0.7874611880503104,0.9601872686547601,0.29167266218014865,0.883423659005044,0.8707911493117665,0.8246920981905855
30,0.1490824951065911,0.17064042389392853,0.9057253234794957,0.8965177588082562,0.7900592359946556,0.756931301165476,0.7813763893635153,0.9743285853710613,0.3344706826116506,0.8811003953096624,0.8680948492842858,0.8376311606146847
31,0.13996012384692827,0.17220306396484375,0.9102271708163683,0.901162426852384,0.7931680468077336,0.7458524164828583,0.8070689918156465,0.9744977493683196,0.3008182769299933,0.8753902509882971,0.8623909191086613,0.8312773880458715
32,0.13929375136892,0.1895301192998886,0.8989809275372769,0.8847180265781945,0.7304417729723915,0.7254863221292005,0.6706694781717091,0.9737780287885716,0.3072526600938542,0.8965118686152371,0.8782426610381017,0.8349516153219553
33,0.13715647243791157,0.2074681669473648,0.8888296341407649,0.8782612536287882,0.769408564542885,0.7503125643964366,0.6990006814329717,0.97289997894478,0.06127734413991581,0.8542321559579887,0.8363190471464277,0.8351679037948232
34,0.1367338779899809,0.18687424063682556,0.8936326448358174,0.8838829942033193,0.7745258542401617,0.7203033297109338,0.7353344613483024,0.9676202661800073,0.29160717973963557,0.8798790840844288,0.8593421712150495,0.8354944234716298
35,0.13872906669146484,0.1716054528951645,0.9149349469418717,0.9048552523116598,0.7549355602533528,0.7448032550001074,0.7134185644901353,0.9787665095538943,0.37843779083645956,0.8988059744094564,0.882327089400438,0.840433579900006
36,0.12709453598492676,0.17673896253108978,0.9018872373684663,0.8904593792180368,0.7934228815813508,0.7680740708384945,0.7433915721508809,0.9624825539774293,0.3813197143117991,0.855559232577068,0.8490029080360474,0.8373404218445207
37,0.12531704807447064,0.16340191662311554,0.9185935785882168,0.9060960105607456,0.8019686678295027,0.7842725664759961,0.7129558311680517,0.981425351659601,0.3550047229895984,0.900917636665581,0.8860512064619132,0.8410325546968789
38,0.1258913026087814,0.17462126910686493,0.917080058042786,0.9072402935782855,0.8065269118661645,0.7841246554144768,0.7713162088851365,0.957174560813153,0.24644139977914659,0.8696062333898411,0.8700276083927593,0.8217764684795972
39,0.12262535384959644,0.1661851853132248,0.9229094082786685,0.9180779494965652,0.8146595462787491,0.77684763574558,0.7895789558388763,0.9814324738666698,0.25914608709874876,0.8820194873974782,0.8605880825103289,0.8345458513717723
40,0.12106522110601266,0.17347733676433563,0.9312116115785332,0.9248168951108431,0.8020295667035539,0.7572415052789644,0.7154414698834082,0.9723292742477462,0.25524597879666044,0.8879849099560133,0.8752657812805131,0.8248587833778285
41,0.11973006940550274,0.1788061112165451,0.9126756612454631,0.907990223737239,0.7674405737381484,0.7562174886766717,0.737210822637749,0.9742917968022329,0.3116344645870519,0.8717386530759669,0.8542779223112049,0.8311352927800998
42,0.12279063628779517,0.15957807004451752,0.9002068868697952,0.8924420859814475,0.8224600216901766,0.7810165562201585,0.768038774117437,0.9785506628562269,0.3541839301817087,0.9114073594062267,0.8987299469754294,0.8346979126635278
43,0.11594759507311715,0.16828732192516327,0.9169875804006199,0.902753337532998,0.8119046893267363,0.7922320698120497,0.7155088963099734,0.975848617207291,0.29891048555376787,0.8916700673620489,0.8837663792954262,0.8319682347818209
44,0.11595987673434946,0.17808635532855988,0.9275664321736026,0.9184818737049344,0.7902791022746021,0.7472002324281236,0.7479802848357104,0.9801834083401417,0.13948933242842798,0.9015338949473574,0.886949663664459,0.8197453197939304
45,0.11289588568939103,0.15701669454574585,0.9473392880792375,0.9377764166074698,0.8128979813124243,0.798863662255266,0.6947725772126228,0.978145324121066,0.3777723758771677,0.8882434240348921,0.879418448501305,0.8358451096272257
46,0.10880379916893111,0.15706026554107666,0.9357309064203799,0.9257433289083137,0.8187752896248792,0.7862186197242296,0.7389370367412926,0.9758050858786439,0.38180996249969545,0.8817521630683572,0.8768660113485767,0.8435682655842491
47,0.11144846284555064,0.1601913869380951,0.9292409103517726,0.9204119678515125,0.8081309268428849,0.7725072485861745,0.7494905392072995,0.9760905941033785,0.358529985339501,0.8974589033972854,0.886084868714703,0.827615304500994
