model,split,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
kestrel,ood,0.9399144929047784,0.9291148007861787,0.8746775113438912,0.8483420142632694,0.7169407482522506,0.9783116933102165,0.4303401927214314,0.8672893621185526,0.84831512468919,0.8315426458107896
