model,split,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
physchem_mlp,ood,-181.72737413521295,-176.4218434267759,-9.687914985670846,-23.003041886474772,-6.5326630492240785,-157.38172174931438,-9.65754859073135,-39.062418341028526,-64.61945464802777,-127.88179032344618
