,0
rg,2.7431776645121637
ree,6.4774927336287185
nu,0.5354681159896533
delta,0.42346105977602594
a0,0.6019560392596419
global_efficiency,0.19661119133428717
fragmentation_index,0.9960686473871618
avg_clustering,0.10784631679390416
transitivity,0.14881752493292513
degree_assortativity,0.293377593554185
