,0
rg,1.094302475288923
ree,2.575029201326567
nu,0.052285659370301316
delta,0.03792937648583267
a0,0.10115322831465987
global_efficiency,0.06025045379311741
fragmentation_index,0.0049334935265736716
avg_clustering,0.020996618500038176
transitivity,0.023603893237093762
degree_assortativity,0.05324244416343064
