model,split,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
physchem_mlp,ood,-106.81072111584608,-98.81467684972137,-7.4412696744761995,-16.57335716824947,-3.719084846745351,-84.66827493233043,-9.197062393378586,-39.90472678931127,-57.55751537512105,-75.09408478236939
