model,split,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
kestrel,ood,0.9389994584945197,0.9244499427904355,0.9013362912547445,0.8642068191851587,0.8088444211575562,0.978136127401212,0.4415441651185006,0.8669565992080025,0.8480714731346548,0.8431657315644074
