,0
rg,1.0903083093483468
ree,2.5593765576664564
nu,0.051916655987408855
delta,0.037806803398405
a0,0.0992372785013553
global_efficiency,0.06022544578749592
fragmentation_index,0.005067264664212961
avg_clustering,0.021123499049908925
transitivity,0.023748210594054957
degree_assortativity,0.05300485914724344
