epoch,train,val,rg,ree,nu,delta,a0
1,0.9886842767397562,0.7901276350021362,0.11193879894194547,0.22861770767541434,-0.01568841804545218,0.05731959756117744,0.07052769104646284
2,0.9189647237459818,0.7888603210449219,0.17316725931220878,0.2054029733358027,-0.01869326731094545,0.0641075031063556,0.008046381898128119
3,0.9049030343691508,0.7577812671661377,0.20622338575276566,0.2598916019821307,0.013905493183273276,0.07939659783690867,0.058474094212054295
4,0.9005521933237711,0.741745114326477,0.2258343755282728,0.2943268176120756,0.007319746124340054,0.09633205870254558,0.08837280717603468
5,0.8889453212420145,0.7304140329360962,0.24399300494320186,0.3090032717446214,0.030534144544411945,0.10733478952326925,0.0767450357594216
6,0.8538394570350647,0.7317438721656799,0.2376986413153105,0.29676464197196994,0.0375469751295151,0.10412621512473741,0.09257095701596718
7,0.8487997452418009,0.7274322509765625,0.24709174364463382,0.3060973022908049,0.05254827045380073,0.10467657383544526,0.07425260558128088
8,0.8586615920066833,0.7200300097465515,0.22667546385177761,0.2927718455018886,0.07943461286389286,0.12099529169247358,0.12826300276806835
9,0.8313855131467184,0.7359794974327087,0.20587684439948606,0.2711031689617075,0.07694269686759936,0.11998850760824797,0.06177931466240971
10,0.8181691567103068,0.7176418304443359,0.21820275610719564,0.2908667230992983,0.15227216555501655,0.11010391231120031,0.07372565634189987
11,0.835906982421875,0.7633234262466431,0.2235486855991593,0.30319765912204133,0.0639352158149159,0.10188852219148625,-0.22499368083783788
12,0.8167351682980856,0.6904192566871643,0.22338747045634832,0.3020110014105841,0.23016191608074932,0.10871979525657816,0.1756216805001588
13,0.7816264629364014,0.7002509832382202,0.20898825246029806,0.3097067354719546,0.18170807211797657,0.11899220993252602,0.1531611384368019
14,0.7841699520746866,0.7274664640426636,0.22909575344779476,0.316901399001286,0.12827505131892225,0.10661176054372468,-0.03845770886691646
15,0.804058571656545,0.7007192373275757,0.22415799339446796,0.31373873573880373,0.17389000775146624,0.10631956299151946,0.15197468225852329
16,0.7710785269737244,0.6994709968566895,0.2622705200909198,0.3249187192195174,0.1639094608918651,0.09959582004752499,0.10538242119301866
17,0.7397045691808065,0.7334839105606079,0.2486174193290669,0.3080577317612071,0.051590174330453875,0.11236186711850948,-0.001537928382550291
18,0.7871960202852885,0.7580549120903015,0.225609027891855,0.2969638720247376,0.03889199052346559,0.09083247064955724,-0.10704314895357392
19,0.7448266943295797,0.7483421564102173,0.2383963890960601,0.31765906748918693,0.0929201676432091,0.10379536004965817,-0.18806016962107885
20,0.711662232875824,0.7627729177474976,0.22331120876984645,0.2902457407096638,0.05306304413363283,0.0428016093271224,-0.06394928851680781
21,0.7091058492660522,0.7805487513542175,0.22208070951655456,0.3108314243457335,-0.052559962471451005,0.08217345212941463,-0.1718756085429749
22,0.7167730530103048,0.8022711873054504,0.2393199755736687,0.3431142173391981,-0.06728617053591468,0.057788553304178425,-0.3910935733836862
23,0.7105342348416647,0.8155921697616577,0.1810450473324059,0.22035471672095797,-0.06128740620927364,0.038248997282741004,-0.16265226971765734
24,0.7281508843104044,0.8350995182991028,0.16880261589968215,0.2396568354608949,-0.04320591304301469,-0.0008336694748807272,-0.3098503842373319
25,0.714329997698466,0.8410453796386719,0.18776953080065106,0.2905844845184109,0.021177713408098375,0.03597789003086793,-0.6644153734769027
26,0.7525501449902853,0.7926842570304871,0.2366244957064627,0.2865247348648521,-0.022389786195880834,0.07192316555276701,-0.2945030524079659
27,0.6868221958478292,0.9036588072776794,0.1968775725439197,0.27853712901580896,-0.29376970118801116,-0.01659962918874691,-0.6352329902311566
28,0.7138016621271769,0.827573299407959,0.17673319291729683,0.2694828252393061,-0.07387300018933751,0.04107712833547272,-0.34021274690079384
29,0.6933927138646444,0.8335041403770447,0.2031165445540557,0.2929907733058441,-0.007793056432380263,0.06442733856571903,-0.6348176139870692
