kingdom,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity,n
Viruses,0.9460626801637863,0.9282783182823613,0.8983563662240214,0.8643867160118814,0.8063562517146481,0.9809938860539494,0.3797451223223153,0.8654625587629767,0.8465386541834721,0.8464323144660065,1025
