model,split,rg,ree,nu,delta,a0,global_efficiency,fragmentation_index,avg_clustering,transitivity,degree_assortativity
physchem_mlp,ood,-194.49114917904123,-201.08572741729077,-7.266845484742728,-19.933814080829105,-4.216705922371946,-178.89672102637726,-8.94209894670244,-53.237385860964245,-77.61189449695021,-132.43342712088412
