,0
rg,2.74486149789451
ree,6.480548926336425
nu,0.5349649625519577
delta,0.4229641486007672
a0,0.6022930495464903
global_efficiency,0.1963471990755554
fragmentation_index,0.9960696697516049
avg_clustering,0.10811998338823527
transitivity,0.149122282741107
degree_assortativity,0.29388351667171503
