,0
rg,1.090458370261776
ree,2.561603444957151
nu,0.051681117556271146
delta,0.03764282643847064
a0,0.0975658239693803
global_efficiency,0.060137793525863105
fragmentation_index,0.004990573881833473
avg_clustering,0.020819492651906833
transitivity,0.023396945485402304
degree_assortativity,0.05316197896756127
