seed,split,rg,ree,nu,delta,a0
42,bender_test,0.9659596085548401,0.9293462634086609,0.6273272037506104,0.6563341617584229,0.3997882604598999
42,ood_viruses,0.9305098652839661,0.9131265878677368,0.7771580815315247,0.7535482048988342,0.6483848690986633
