seed,split,rg,ree,nu,delta,a0
93,bender_test,0.9659259915351868,0.9396780729293823,0.6414431929588318,0.6601643562316895,0.49859029054641724
93,ood_viruses,0.9365957379341125,0.9214799404144287,0.7835214138031006,0.766633927822113,0.6372940540313721
