,rg,rg,ree,ree,nu,nu,delta,delta,a0,a0
,mean,std,mean,std,mean,std,mean,std,mean,std
split,,,,,,,,,,
bender_test,0.9636821746826172,0.003915554062112952,0.9363329410552979,0.00605245517978575,0.6562118331591288,0.03845804530246705,0.6550008853276571,0.005943348540588527,0.4993082483609517,0.09988090211979914
ood_viruses,0.9311156272888182,0.005203740719894061,0.9135100444157919,0.007785253518373089,0.7742184599240621,0.01106948464503326,0.7526743610699972,0.014416365291000058,0.6339415510495504,0.016378949274541567
