seed,split,rg,ree,nu,delta,a0
67,bender_test,0.9591609239578247,0.9399744868278503,0.6998651027679443,0.6485041379928589,0.5995461940765381
67,ood_viruses,0.9262412786483765,0.90592360496521,0.761975884437561,0.7378409504890442,0.6161457300186157
