n_train,seed,target,r2_ood
500.0,42.0,a0,0.3102438902082196
500.0,67.0,a0,0.217203008358703
500.0,93.0,a0,0.1893388387842322
1000.0,42.0,a0,0.5021420696405519
1000.0,67.0,a0,-0.4514830599104493
1000.0,93.0,a0,0.1001747679935772
2000.0,42.0,a0,0.2548542526576358
2000.0,67.0,a0,0.1084188983210421
2000.0,93.0,a0,0.3938416709859785
5000.0,42.0,a0,0.6379637012295603
5000.0,67.0,a0,0.7400009296970698
5000.0,93.0,a0,0.7589842143715158
