model,split,rg,ree,nu,delta,a0
IDP-ESM2-8M,bender_test,0.9524808526039124,0.9394737482070923,0.7051684856414795,0.6624090075492859,0.621940553188324
IDP-ESM2-8M,ood_viruses,0.9386498332023621,0.915698766708374,0.789612352848053,0.7805119752883911,0.6570919752120972
IDP-ESM2-150M,bender_test,0.9499943256378174,0.9357149004936218,0.7107827663421631,0.6647542119026184,0.6437878608703613
IDP-ESM2-150M,ood_viruses,0.947869598865509,0.9303175806999207,0.7769275903701782,0.7795737981796265,0.6083054542541504
