model,split,rg,ree,nu,delta,a0
IDP-ESM2-8M,bender_test,0.9372782111167908,0.8998947143554688,0.652962327003479,0.6614015102386475,0.4446347951889038
IDP-ESM2-8M,ood_viruses,0.9311591982841492,0.9058565497398376,0.7510308027267456,0.7700456380844116,0.5522611737251282
IDP-ESM2-150M,bender_test,0.9532124996185303,0.917292594909668,0.6598489284515381,0.6727776527404785,0.440557062625885
IDP-ESM2-150M,ood_viruses,0.9435375928878784,0.9135564565658569,0.698957622051239,0.7130420207977295,0.5735765695571899
