model,split,rg,ree,nu,delta,a0
IDP-ESM2-8M,bender_test,0.9471784830093384,0.9267505407333374,0.6889297962188721,0.6975758075714111,0.5430334806442261
IDP-ESM2-8M,ood_viruses,0.9299298524856567,0.9046834111213684,0.7334473133087158,0.7598688006401062,0.5417996048927307
IDP-ESM2-150M,bender_test,0.9532990455627441,0.9257938861846924,0.6853468418121338,0.682795524597168,0.5669495463371277
IDP-ESM2-150M,ood_viruses,0.9425057768821716,0.9176787734031677,0.7655428051948547,0.7797942161560059,0.6207294464111328
